Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2019-20,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,2800.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2019-12-12,,SI,ASPERSIÓN PIVOT CENTRAL,176.0,579.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,1657.358491,TRIGO,ALIM 5.09,5 CORTO,2022-12-06,,SI,ASPERSIÓN PIVOT CENTRAL,182.0,565.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3442.0,TRIGO,ALIM 5.09,5 CORTO,2024-12-09,,SI,ASPERSIÓN PIVOT CENTRAL,192.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3518.0,TRIGO,ALIM 5.09,5 CORTO,2024-12-10,,SI,ASPERSIÓN PIVOT CENTRAL,210.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,3820.0,TRIGO,NS 5028 STS,5 CORTO,2024-12-09,,SI,ASPERSIÓN PIVOT CENTRAL,215.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,2749.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2024-12-08,,SI,ASPERSIÓN PIVOT CENTRAL,218.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,4050.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2024-12-07,,SI,ASPERSIÓN PIVOT CENTRAL,225.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,4113.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2024-12-07,,SI,ASPERSIÓN PIVOT CENTRAL,239.0,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,3200.0,TRIGO,BIO 5.4,5 CORTO,2019-12-08,,SI,ASPERSIÓN PIVOT CENTRAL,25.0,579.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3098.113208,TRIGO,OTRO,S/D,2025-12-20,120.0,SI,ASPERSIÓN PIVOT CENTRAL,30.0,993.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,2602.641509,TRIGO,ALIM 5.09,5 CORTO,2022-12-03,,SI,ASPERSIÓN PIVOT CENTRAL,323.0,565.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,872.45283,TRIGO,DM 53I53 IPRO,5 CORTO,2022-12-18,,SI,ASPERSIÓN PIVOT CENTRAL,43.0,565.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,2983.396226,TRIGO,OTRO,S/D,2025-12-20,220.0,SI,ASPERSIÓN PIVOT CENTRAL,43.0,993.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3587.169811,TRIGO,OTRO,S/D,2025-12-21,220.0,SI,ASPERSIÓN PIVOT CENTRAL,48.0,993.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3686.415094,TRIGO,OTRO,S/D,2025-12-19,243.0,SI,ASPERSIÓN PIVOT CENTRAL,49.0,993.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,26.5,26.5,GRANO,3285.660377,TRIGO,OTRO,S/D,2025-12-20,220.0,SI,ASPERSIÓN PIVOT CENTRAL,50.0,993.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,2949.0,TRIGO,NS 5258,5 CORTO,2021-12-24,,SI,ASPERSIÓN PIVOT CENTRAL,61.0,544.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,2974.0,TRIGO,DM 53I53 IPRO,5 CORTO,2024-12-10,,SI,ASPERSIÓN PIVOT CENTRAL,86.0,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,4373.584906,TRIGO,BIO 5.4,5 CORTO,2018-12-01,140.0,SI,ASPERSIÓN PIVOT CENTRAL,90.0,651.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,4424.0,TRIGO,NS 5258,5 CORTO,2018-11-30,140.0,SI,ASPERSIÓN PIVOT CENTRAL,90.0,651.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,3341.886792,TRIGO,DM 5351,5 CORTO,2016-12-09,,SI,S/D,90.0,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,26.5,26.5,GRANO,4535.849057,TRIGO,BIO 5.4,5 CORTO,2018-12-02,175.0,SI,ASPERSIÓN PIVOT CENTRAL,97.0,651.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,26.81,26.81,GRANO,2373.591943,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2017-12-09,,NO,,,346.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,26.9,26.9,GRANO,4185.5,MAÍZ DE 1° TARDIO,DM 4915 IPRO,4 LARGO,2021-11-21,,NO,,,560.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,27.69,27.69,GRANO,4247.381726,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2016-11-24,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,27.69,27.69,GRANO,3667.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-11-16,150.0,NO,,,599.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,LOS MISTOLES,5,SOJA,OGM,1°,28.5,28.5,GRANO,4609.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-23,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,28.68,28.68,GRANO,790.0,MAÍZ DE 1° TARDIO,60MS01 STS,6 CORTO,2022-11-24,,NO,,,533.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,28.68,28.68,GRANO,2292.0,MAÍZ DE 1° TARDIO,NS 5030 IPRO STS,5 CORTO,2024-12-02,,NO,,,632.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,28.68,28.68,GRANO,3031.0,TRIGO,BIO 5.4,5 CORTO,2020-12-17,,NO,,,567.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,28.78,28.78,GRANO,3792.911744,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2016-11-29,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,28.78,28.78,GRANO,3775.051125,MAÍZ DE 2°,HO 59136 IPRO,5 LARGO,2020-12-18,,NO,,,519.0,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,28.81,28.81,GRANO,3453.0,MAÍZ DE 1° TEMPRANO,NS 4903,4 LARGO,2013-12-20,,NO,,,,CON FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,28.81,28.81,GRANO,4556.751128,MAÍZ DE 2°,NS 4313,4 CORTO,2015-11-13,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,28.85,28.85,GRANO,3580.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-12-25,108.0,NO,,,908.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,29.3,29.3,GRANO,3582.593857,MAÍZ DE 2°,DM 4915 IPRO,4 LARGO,2020-12-20,,NO,,,576.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,29.4,29.4,GRANO,785.170068,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-12-17,,NO,,,565.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,NO OGM,1°,29.4,29.4,GRANO,3417.0,SORGO,ALIM 5.09,5 CORTO,2025-12-10,240.0,NO,,,763.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,29.44,29.44,GRANO,4357.67663,TRIGO,DM 4915 IPRO,4 LARGO,2020-12-11,138.0,SI,ASPERSIÓN PIVOT CENTRAL,56.0,483.0,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.87,30.87,GRANO,3453.0,MAÍZ DE 1° TEMPRANO,NS 4903,4 LARGO,2013-12-20,,NO,,,,CON FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.87,30.87,GRANO,2373.307418,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2017-12-08,,NO,,,346.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,30.87,30.87,GRANO,3917.719469,MAÍZ DE 2°,NS 4313,4 CORTO,2015-11-13,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,CHALACEA,1,SOJA,OGM,1°,31.1,31.1,GRANO,4213.0,MAÍZ DE 1° TEMPRANO,DM 60K60 SCE,6 CORTO,2025-12-14,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,31.5,31.5,GRANO,3820.0,CULTIVO DE SERVICIO,A 5009 RG,5 CORTO,2015-12-01,,SI,S/D,30.0,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,31.5,31.5,GRANO,3200.0,CULTIVO DE SERVICIO,NS 5019 IPRO STS,5 CORTO,2015-12-07,,SI,S/D,30.0,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2600.0,GARBANZO,B 1505,5 CORTO,2017-12-10,180.0,SI,ASPERSIÓN PIVOT CENTRAL,270.0,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2310.0,GARBANZO,NS 5258,5 CORTO,2017-12-09,180.0,SI,ASPERSIÓN PIVOT CENTRAL,277.0,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2760.0,GARBANZO,B 1505,5 CORTO,2017-12-09,180.0,SI,ASPERSIÓN PIVOT CENTRAL,284.0,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,31.5,31.5,GRANO,2937.0,GARBANZO,OTRO,S/D,2023-11-28,,SI,ASPERSIÓN PIVOT CENTRAL,31.0,1004.0,S/D
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3200.0,GARBANZO,NS 5258,5 CORTO,2018-12-28,120.0,SI,ASPERSIÓN PIVOT CENTRAL,34.0,651.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3200.0,GARBANZO,NS 5258,5 CORTO,2018-12-27,120.0,SI,ASPERSIÓN PIVOT CENTRAL,71.0,651.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3890.0,LENTEJA,A 5009 RG,5 CORTO,2015-11-22,,SI,S/D,130.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,31.5,31.5,GRANO,1718.0,MAÍZ DE 1° TARDIO,CZ 4.97,4 LARGO,2024-12-06,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.SEGUNDO,LAGUNA LARGA,1,SOJA,OGM,1°,31.5,31.5,GRANO,3325.0,SOJA DE 1°,A 5009 RG,5 CORTO,2013-12-01,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2523.0,TRIGO,NS 5258,5 CORTO,2021-12-03,,SI,ASPERSIÓN PIVOT CENTRAL,117.0,544.0,CON FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2640.0,TRIGO,DM 53I53 IPRO,5 CORTO,2021-12-03,,SI,ASPERSIÓN PIVOT CENTRAL,129.0,544.0,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,NO OGM,2°,31.5,31.5,GRANO,3154.920635,TRIGO,ALIM 5.09,5 CORTO,2020-12-06,180.0,SI,ASPERSIÓN PIVOT CENTRAL,153.0,408.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3511.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2024-12-08,,SI,ASPERSIÓN PIVOT CENTRAL,181.0,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3332.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2024-12-09,,SI,ASPERSIÓN PIVOT CENTRAL,209.0,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,3003.174603,TRIGO,DM 5351,5 CORTO,2016-12-07,,SI,S/D,70.0,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,31.5,31.5,GRANO,2980.952381,TRIGO,DM 5351,5 CORTO,2016-12-06,,SI,S/D,80.0,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,31.65,31.65,GRANO,3600.0,S/D,DM 53I53 IPRO,5 CORTO,2023-12-11,,NO,,,1004.0,S/D
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,31.7,31.7,GRANO,4629.337539,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2018-12-09,,NO,,,651.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,32.42,32.42,GRANO,2900.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-11-16,,NO,,,632.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,32.42,32.42,GRANO,2857.0,TRIGO,BIO 5.4,5 CORTO,2020-12-17,,NO,,,567.0,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,32.44,32.44,GRANO,3023.0,GARBANZO,A 5009 RG,5 CORTO,2014-01-03,,NO,,,,CON FERTILIZACIÓN
2013-14,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.49,32.49,GRANO,3003.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2013-12-24,,NO,,,,CON FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,32.49,32.49,GRANO,2313.634965,MAÍZ DE 2°,LDC 4.5,4 CORTO,2015-11-16,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,5,SOJA,OGM,1°,32.5,32.5,GRANO,4693.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2018-12-15,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,2°,32.5,32.5,GRANO,3500.0,TRIGO,SY 5X1 RR,5 CORTO,2018-12-14,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,33.2,33.2,GRANO,2555.421687,GARBANZO,B 1505,5 CORTO,2016-12-31,,SI,S/D,40.0,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,33.4,33.4,GRANO,3630.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2018-12-07,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TULUMBA,LAS ARRIAS,5,SOJA,OGM,1°,33.4,33.4,GRANO,3375.0,OTRO,DM 53I53 IPRO,5 CORTO,2024-12-03,,NO,,,773.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,33.5,33.5,GRANO,2487.462687,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2025-11-13,120.0,NO,,,878.0,CON FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,,1,SOJA,OGM,2°,33.5,33.5,GRANO,461.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2022-12-13,,NO,,,364.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,33.55,33.55,GRANO,3220.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-11-29,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,33.56,33.56,GRANO,768.0,MAÍZ DE 1° TARDIO,60MS01 STS,6 CORTO,2022-11-15,,NO,,,533.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,33.56,33.56,GRANO,3994.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-11-16,,NO,,,632.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,33.56,33.56,GRANO,3921.0,TRIGO,BIO 5.4,5 CORTO,2020-12-17,,NO,,,567.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,33.6,33.6,GRANO,2700.0,CULTIVO DE SERVICIO,BIO 5.4,5 CORTO,2019-11-27,,NO,,,821.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,33.6,33.6,GRANO,2067.0,CULTIVO DE SERVICIO,NS 5028 STS,5 CORTO,2023-11-18,,NO,,,689.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,33.6,33.6,GRANO,1730.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2017-11-16,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,33.6,33.6,GRANO,2399.702381,MAÍZ DE 1° TEMPRANO,OTRO,S/D,2025-11-13,120.0,NO,,,878.0,CON FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,33.6,33.6,GRANO,2800.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2015-11-20,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,33.7,33.7,GRANO,2700.0,CULTIVO DE SERVICIO,ALIM 5.09,5 CORTO,2021-11-22,,NO,,,730.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,33.7,33.7,GRANO,930.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2017-12-08,180.0,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,33.7,33.7,GRANO,3500.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2019-12-07,,NO,,,579.0,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,33.7,33.7,GRANO,3055.78635,TRIGO,A 5009 RG,5 CORTO,2015-12-30,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TERCERO.ARRIBA,OTRO,1,SOJA,OGM,1°,33.8,33.8,GRANO,2572.0,MAÍZ DE 1° TEMPRANO,DM 50E22 SE,5 CORTO,2025-11-11,,NO,,,,CON FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,34.2,34.2,GRANO,3564.327485,TRIGO,DM 53I53 IPRO,5 CORTO,2026-01-04,250.0,SI,ASPERSIÓN PIVOT CENTRAL,33.0,993.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,NO OGM,1°,34.3,34.3,GRANO,2800.0,CULTIVO DE SERVICIO,ALIM 5.09,5 CORTO,2021-11-19,,NO,,,730.0,CON FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,34.3,34.3,GRANO,2300.0,CULTIVO DE SERVICIO,BIO 5.4,5 CORTO,2019-11-29,,NO,,,821.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,34.3,34.3,GRANO,2010.0,CULTIVO DE SERVICIO,NS 5028 STS,5 CORTO,2023-11-17,,NO,,,689.0,CON FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,SANTA CATALINA,3,SOJA,OGM,1°,34.3,34.3,GRANO,1630.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2017-11-12,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,SANTA.MARIA,MALAGUEÑO,3,SOJA,OGM,1°,34.4,34.4,GRANO,1798.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2022-12-12,,NO,,,521.0,CON FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,34.42,34.42,GRANO,1085.0,MAÍZ DE 1° TARDIO,NK 60X21 IPRO STS,6 CORTO,2022-11-26,,NO,,,533.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,34.45,34.45,GRANO,1083.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-11-26,,NO,,,533.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,34.45,34.45,GRANO,3004.0,MAÍZ DE 1° TARDIO,NS 5030 IPRO STS,5 CORTO,2024-12-03,,NO,,,632.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,34.45,34.45,GRANO,3172.0,TRIGO,BIO 5.4,5 CORTO,2020-12-18,,NO,,,567.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,TERCERO.ARRIBA,HERNANDO,CEN,SOJA,OGM,1°,34.6,34.6,GRANO,3714.0,MAÍZ DE 1° TEMPRANO,DM 47E23 SE,4 LARGO,2025-11-12,,NO,,,,CON FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,34.6,34.6,GRANO,2600.0,TRIGO,B 1505,5 CORTO,2015-12-12,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,2°,35.4,35.4,GRANO,2240.0,TRIGO,DM 53I53 IPRO,5 CORTO,2022-12-23,180.0,SI,ASPERSIÓN PIVOT CENTRAL,210.0,429.0,SIN FERTILIZACIÓN
